cruise,latitude,longitude,date_time,depth,hplc_alpha_beta_car,ABCRSDP1[ng/l],hplc_allo,ALLOSDP1[ng/l],ANTHHPP1[ng/l],ANTHSDP1[ng/l],ASTAXHP1[ng/l],ASTAXHSD[ng/l],BBCAHPP1[ng/l],BBCASDP1[ng/l],BECAHPP1[ng/l],BECASDP1[ng/l],hplc_but_fuco,BUTASDP1[ng/l],hplc_chl_c12,C1C2SDP1[ng/l],hplc_chl_c2_mgdg_14,C2MEHPCU[ng/l],hplc_chl_c2_mgdg_18,C2MEHUCU[ng/l],C2MEHUE1[ng/l],CANXHPP1[ng/l],CBDVHPP1[ng/l],CBDVSDP1[ng/l],hplc_tot_chl_b,CHLBSDP1[ng/l],CHLC1HP1[ng/l],CHLC1HSD[ng/l],hplc_tot_chl_c,CHLCSDP1[ng/l],CIDAHPP1[ng/l],CIDASDP1[ng/l],CIDBHPP1[ng/l],CIDBSDP1[ng/l],CLAAHPP1[ng/l],CLAASDP1[ng/l],CLAEHPP1[ng/l],CLAESDP1[ng/l],CLC2HPP1[ng/l],CLC2SDP1[ng/l],hplc_chl_c3,CLC3SDP1[ng/l],chl_a_fluor,CPHLHPP1[mg/m^3],hplc_diadino,DIADSDP1[ng/l],hplc_diato,DIATSDP1[ng/l],DINXHPP1[ng/l],DINXSDP1[ng/l],hplc_dv_chl_a,DVCASDP1[ng/l],hplc_dv_chl_b,DVCBSDP1[ng/l],FUCSHPP1[ng/l],hplc_fuco,FUCXSDP1[ng/l],hplc_gyro,GDIESDP1[ng/l],hplc_hex_fuco,HEXOSDP1[ng/l],HEXSHPP1[ng/l],K4HXHPP1[ng/l],hplc_lut,LUTNSDP1[ng/l],M320HPP1[ng/l],M335HPP1[ng/l],MAASHPP1[ng/l],MASTHPP1[ng/l],MDCAHPP1[ng/l],MDVPHPP1[ng/l],MDVPSDP1[ng/l],MEPAHPP1[ng/l],MM2GHPP1[ng/l],MMMSHPP1[ng/l],MMMTHPP1[ng/l],MMSEHPP1[ng/l],MMYGHPP1[ng/l],MMYTHPP1[ng/l],MPALHPP1[ng/l],MPASHPP1[ng/l],MPNEHPP1[ng/l],MPOLHPP1[ng/l],MPORHPP1[ng/l],MPSSHPP1[ng/l],MSHIHPP1[ng/l],MSMEHPP1[ng/l],MUSUHPP1[ng/l],hplc_mv_chl_a,MVACSDP1[ng/l],hplc_mv_chl_c3,MZPAHPP1[ng/l],hplc_neo,QV:BODC.92,NEOXSDP1[ng/l],hplc_phide_a,QV:BODC.94,PBAXSDP1[ng/l],hplc_phide_b,PBZZHPP1[ng/l],hplc_perid,QV:BODC.98,PERISDP1[ng/l],PRFUHPP1[ng/l],hplc_pras,QV:BODC.101,PRSXSDP1[ng/l],hplc_phytin_a,QV:BODC.103,PTAXSDP1[ng/l],hplc_phytin_b,PTBXSDP1[ng/l],PTZZHPP1[ng/l],hplc_pyrophaeo_a,SDCLHPP1[mg/m^3],hplc_viola,QV:BODC.110,VILXSDP1[ng/l],VINEHPP1[ng/l],QV:BODC.112,VINESDP1[ng/l],ZELUHPP1[ng/l],ZELUSDP1[ng/l],hplc_zea,QV:BODC.116,ZEOXSDP1[ng/l],BODC_stn_y,Orig_stn_y,ODV_type_y,Gear_y,W_depth[metres]_y,Site_y,Bot_press[db]_y,BODC_bot_y,Bot_Flag_y,Rosette_Pos_y,Firing_Seq_y,Bot_Ref_y,ALKYPOTK[umol/kg],QV:BODC_y,ALSDPOTK[umol/kg],QV:BODC.1,CCA17035[umol/l],QV:BODC.2_y,CINGFA04[umol/l],QV:BODC.3,poc,QV:BODC.4_y,CORGCOF1[umol/l],QV:BODC.5,CORGUVD2[umol/l],QV:BODC.6_y,DFEFICHL[nmol/l],QV:BODC.7,DFEFICSD[nmol/l],QV:BODC.8_y,DOKGWITX[umol/kg],QV:BODC.9,DOXYSC01[umol/l],QV:BODC.10_y,DOXYSU01[umol/l],QV:BODC.11,DOXYSU02[umol/l],QV:BODC.12_y,DOXYWITX[umol/l],QV:BODC.13,DWIRPP01[W/m^2],QV:BODC.14_y,FESDCLDX[nmol/l],QV:BODC.15,FEXXCLDX[nmol/l],QV:BODC.16,IRRDPP01[uE/m^2/s],QV:BODC.17_y,IRRDSD01[uE/m^2/s],QV:BODC.18_y,IRRDUV01[uE/m^2/s],QV:BODC.19,IRRUPP01[uE/m^2/s],QV:BODC.20,IRRUUV01[uE/m^2/s],QV:BODC.21,IRRUUVSD[uE/m^2/s],QV:BODC.22_y,MDMAP010[umol/l],QV:BODC.23,tot_alkalinity,QV:BODC.24_y,MDMASD14[umol/kg],QV:BODC.25,NTKGAATX[umol/kg],QV:BODC.26_y,NTRAMW04[umol/kg],QV:BODC.27,NTRIAAD5[umol/l],QV:BODC.28,NTRIAADZ[umol/l],QV:BODC.29,nitrite,QV:BODC.30_y,NTRIASD5[umol/l],QV:BODC.31,NTRIKGTX[umol/kg],QV:BODC.32,NTRILWTX[umol/l],QV:BODC.33,NTRZAAD1[umol/l],QV:BODC.34,NTRZAAD5[umol/l],QV:BODC.35,NTRZAADZ[umol/l],QV:BODC.36,nitrate_nitrite,QV:BODC.37,NTRZASD5[umol/l],QV:BODC.38_y,NTRZLWTX[umol/l],QV:BODC.39,NTSDAATX[umol/l],QV:BODC.40_y,OXSDSU01[umol/l],QV:BODC.41,OXSDSU02[umol/l],QV:BODC.42_y,PHKGAATX[umol/kg],QV:BODC.43_y,PHOSAAD1[umol/l],QV:BODC.44_y,PHOSAAD5[umol/l],QV:BODC.45,PHOSAADZ[umol/l],QV:BODC.46_y,phosphate,QV:BODC.47,PHOSASD5[umol/l],QV:BODC.48,PHOSLWTX[umol/l],QV:BODC.49,PSALBSTX[Dmnless],QV:BODC.50_y,PSALCC01[Dmnless],QV:BODC.51,PSALCC02[Dmnless],QV:BODC.52_y,PSALCU01[Dmnless],QV:BODC.53,PSALCU02[Dmnless],QV:BODC.54,PSALSG01[Dmnless],QV:BODC.55_y,PSALST01[Dmnless],QV:BODC.56,PSALST02[Dmnless],QV:BODC.57_y,PSSDBSTX[Dmnless],QV:BODC.58,PSSDCU01[Dmnless],QV:BODC.59_y,PSSDCU02[Dmnless],QV:BODC.60,SDCORGP1[umol/l],QV:BODC.61,SDNZAAD1[umol/l],QV:BODC.62,SDNZAATX[umol/l],QV:BODC.63_y,SDOXWITX[umol/l],QV:BODC.64,SDPHAAD1[umol/l],QV:BODC.65,SDPHAATX[umol/l],QV:BODC.66,SFEFICHL[nmol/l],QV:BODC.67,SFEFICSD[nmol/l],QV:BODC.68,SLCAAAD5[umol/l],QV:BODC.69,SLCAAADZ[umol/l],QV:BODC.70_y,silicate,QV:BODC.71,SLCAASD5[umol/l],QV:BODC.72,SLKGAATX[umol/kg],QV:BODC.73,SLSDAATX[umol/l],QV:BODC.74,TCO2CBSD[umol/l],QV:BODC.75,TCO2CBTX[umol/l],QV:BODC.76,TCO2KG01[umol/kg],QV:BODC.77,TCO2KG02[umol/kg],QV:BODC.78,TCO2MATX[umol/l],QV:BODC.79,TCO2MSSD[umol/kg],QV:BODC.80,TCO2MSXX[umol/kg],QV:BODC.81,TCO2SDK2[umol/kg],QV:BODC.82,TCO2SDKG[umol/kg],QV:BODC.83,temperature,QV:BODC.84,TEMPCU02[degC],QV:BODC.85,TEMPPR01[degC],QV:BODC.86,TEMPSD03[degC],QV:BODC.87,TEMPSD04[degC],QV:BODC.88_y,TEMPST01[degC],QV:BODC.89,TEMPST02[degC],QV:BODC.90,UWIRPP01[W/m^2],QV:BODC.91,nitrate,salinity,oxygen,id,source_name,hplc_present,chemtax_present,microscopy_present
AMT4,40.4077,-19.9899,1997-05-20 16:00:00,6.0,,,0.0012,,,,,,0.0038,,,,0.016399999999999998,,0.012,,,,,,,,,,0.0046,,,,,,,,,,,,,,,,0.007,,0.1,0.1,0.0092,,0.0111,,,,0.0217,,0.0,,,0.005900000000000001,,,,0.0385,,,,0.0004,,,,,,0.10679999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009,,,,,,,,,,,,,,,0.001,,,,,,,,0.0339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011,AMT,1,0,1
AMT4,40.568,-19.9926,1997-05-20 17:00:00,6.0,,,0.0012,,,,,,0.0035,,,,0.0148,,0.0115,,,,,,,,,,0.004200000000000001,,,,,,,,,,,,,,,,0.0075,,0.2,0.1,0.0076,,0.0068,,,,0.0205,,0.0,,,0.0050999999999999995,,,,0.036,,,,0.0004,,,,,,0.1031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0006,,,,,,,,0.027600000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012,AMT,1,0,1
AMT4,41.7245,-20.0255,1997-05-20 23:00:00,6.0,,,0.0019,,,,,,0.0043,,,,0.0211,,0.0189,,,,,,,,,,0.0048,,,,,,,,,,,,,,,,0.0086,,0.2,0.2,0.0125,,0.0028,,,,0.0253,,0.0,,,0.0087,,,,0.0538,,,,0.0,,,,,,0.1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0018,,,,,,,,,,,,,,,0.0014,,,,,,,,0.0378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013,AMT,1,0,1
AMT4,42.0312,-20.01,1997-05-21 01:01:00,6.0,,,0.0035,,,,,,0.0057,,,,0.0246,,0.0255,,,,,,,,,,0.0149,,,,,,,,,,,,,,,,0.0152,,0.3,0.2,0.0099,,0.0037,,,,0.0389,,0.0,,,0.008199999999999999,,,,0.0756,,,,0.0,,,,,,0.2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0019,,,,,,,,,,,,,,,0.0013,,,,,,,,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014,AMT,1,0,1
AMT4,42.428,-20.0006,1997-05-21 03:00:00,6.0,,,0.0012,,,,,,0.0038,,,,0.013099999999999999,,0.0128,,,,,,,,,,0.004,,,,,,,,,,,,,,,,0.004900000000000001,,0.2,0.1,0.0077,,0.0007,,,,0.024300000000000002,,0.0,,,0.0063,,,,0.034,,,,0.0,,,,,,0.0993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0015,,,,,,,,,,,,,,,0.0008,,,,,,,,0.031100000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015,AMT,1,0,1
AMT4,42.8231,-20.0056,1997-05-21 05:00:00,6.0,,,0.0009,,,,,,0.0029,,,,0.0089,,0.0105,,,,,,,,,,0.0064,,,,,,,,,,,,,,,,0.0032,,0.3,0.1,0.0021000000000000003,,0.0,,,,0.0291,,0.0,,,0.0032,,,,0.0209,,,,0.0,,,,,,0.0879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0013,,,,,,,,,,,,,,,0.0005,,,,,,,,0.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1016,AMT,1,0,1
AMT4,43.2135,-20.0037,1997-05-21 07:02:00,6.0,,,0.002,,,,,,0.0017,,,,0.013699999999999999,,0.015300000000000001,,,,,,,,,,0.0048,,,,,,,,,,,,,,,,0.0095,,0.5,0.1,0.0052,,0.0008,,,,0.0165,,0.0,,,0.0057,,,,0.0381,,,,0.0,,,,,,0.1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0006,,,,,,,,0.019600000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017,AMT,1,0,1
AMT4,43.6161,-20.0003,1997-05-21 09:03:00,6.0,,,0.0044,,,,,,0.0062,,,,0.0256,,0.023399999999999997,,,,,,,,,,0.009300000000000001,,,,,,,,,,,,,,,,0.013,,0.5,0.2,0.013800000000000002,,0.0016,,,,0.0281,,0.0,,,0.0107,,,,0.0625,,,,0.0,,,,,,0.18480000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0017,,,,,,,,,,,,,,,0.0018,,,,,,,,0.0335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018,AMT,1,0,1
AMT4,43.967,-19.9718,1997-05-21 11:04:00,5.7,,,0.0,,,,,,0.009,,0.004,,0.025,,0.038,,,,,,,,,,0.043,,,,,,,,,,,,,,,,0.018,,0.34,,0.015,,0.0,,,,0.055,,,,,0.021,,,,0.048,,,,0.0,,,,,,0.305,,,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,0.0,0.013,,,0.009,,,,,,,,,0.0,,,0.002,,,,,,,,0.091,,,1502240.0,CTDP061,b,CTD,4009.5,-,5.7,502603.0,0.0, , , ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.01, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.03, ,,N,,N,,N,,N,,N,,N,,N,,N,35.862, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.5, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,15.575, ,,N,,N,0.01,35.862,,1019,AMT,1,0,1
AMT4,43.967,-19.9718,1997-05-21 11:04:00,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1502240.0,CTDP061,b,CTD,4009.5,-,17.1,502492.0,0.0, , , ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.01, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.0, ,,N,,N,,N,,N,,N,,N,,N,,N,35.865, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.5, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,15.537, ,,N,,N,0.01,35.865,,1020,AMT,1,0,1
AMT4,43.967,-19.9718,1997-05-21 11:04:00,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1502240.0,CTDP061,b,CTD,4009.5,-,26.9,502602.0,0.0, , , ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.01, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.0, ,,N,,N,,N,,N,,N,,N,,N,,N,35.829, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.5, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,15.204, ,,N,,N,0.01,35.829,,1021,AMT,1,0,1
AMT4,43.967,-19.9718,1997-05-21 11:04:00,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1502240.0,CTDP061,b,CTD,4009.5,-,37.2,502601.0,0.0, , , ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.03, ,,N,,N,,N,,N,,N,,N,0.06, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.04, ,,N,,N,,N,,N,,N,,N,,N,,N,35.824, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.5, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,15.157, ,,N,,N,0.03,35.824,,1022,AMT,1,0,1
AMT4,43.967,-19.9718,1997-05-21 11:04:00,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1502240.0,CTDP061,b,CTD,4009.5,-,52.2,502491.0,0.0, , , ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.15, ,,N,,N,,N,,N,,N,,N,6.65, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.26, ,,N,,N,,N,,N,,N,,N,,N,,N,35.8, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,1.41, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,13.539, ,,N,,N,0.15,35.8,,1023,AMT,1,0,1
AMT4,43.967,-19.9718,1997-05-21 11:04:00,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1502240.0,CTDP061,b,CTD,4009.5,-,71.4,502600.0,0.0, , , ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.03, ,,N,,N,,N,,N,,N,,N,8.26, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.36, ,,N,,N,,N,,N,,N,,N,,N,,N,35.771, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,1.82, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,13.079, ,,N,,N,0.03,35.771,,1024,AMT,1,0,1
AMT4,44.2659,-19.9461,1997-05-21 14:29:00,6.0,,,0.0101,,,,,,0.006900000000000001,,,,0.0439,,0.0658,,,,,,,,,,0.027800000000000002,,,,,,,,,,,,,,,,0.0303,,0.7,0.4,0.0169,,0.0038,,,,0.0156,,0.0,,,0.0205,,,,0.1407,,,,0.0014,,,,,,0.477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,0.0035,,,,,,,,0.040100000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025,AMT,1,0,1
AMT4,44.3593,-19.9532,1997-05-21 15:00:00,6.0,,,0.0103,,,,,,0.0086,,,,0.0375,,0.0637,,,,,,,,,,0.034,,,,,,,,,,,,,,,,0.0254,,0.5,0.4,0.0289,,0.0052,,,,0.0,,0.0,,,0.023100000000000002,,,,0.1425,,,,0.0034,,,,,,0.3951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0316,,,,,,,,,,,,,,,0.006,,,,,,,,0.0521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026,AMT,1,0,1
AMT4,44.6206,-19.9797,1997-05-21 16:59:00,6.0,,,0.0099,,,,,,0.0115,,,,0.0324,,0.0741,,,,,,,,,,0.0606,,,,,,,,,,,,,,,,0.0254,,0.5,0.4,0.0205,,0.0031,,,,0.0,,0.0,,,0.0215,,,,0.1381,,,,0.0062,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052700000000000004,,,,,,,,,,,,,,,0.0104,,,,,,,,0.07659999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027,AMT,1,0,1
AMT4,44.913,-19.992,1997-05-21 19:00:00,6.0,,,0.0070999999999999995,,,,,,0.0073,,,,0.0222,,0.0577,,,,,,,,,,0.048600000000000004,,,,,,,,,,,,,,,,0.0217,,0.5,0.3,0.0149,,0.0018,,,,0.0157,,0.0,,,0.0154,,,,0.1268,,,,0.0052,,,,,,0.3747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0324,,,,,,,,,,,,,,,0.0079,,,,,,,,0.0562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028,AMT,1,0,1
AMT4,45.2064,-19.9949,1997-05-21 21:00:00,6.0,,,0.0506,,,,,,0.013900000000000001,,,,0.1051,,0.2285,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1071,,1.1,1.0,0.0591,,0.006,,,,0.0,,0.0,,,0.12340000000000001,,,,0.5961000000000001,,,,0.0025,,,,,,1.0546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0407,,,,,,,,,,,,,,,0.0077,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029,AMT,1,0,1
AMT4,45.4852,-19.9914,1997-05-21 23:00:00,6.0,,,0.0135,,,,,,0.0088,,,,0.038,,0.0857,,,,,,,,,,0.0425,,,,,,,,,,,,,,,,0.0289,,1.1,0.4,0.0378,,0.0055,,,,0.0,,0.0,,,0.0312,,,,0.1938,,,,0.0047,,,,,,0.3847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.063,,,,,,,,,,,,,,,0.0124,,,,,,,,0.0635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030,AMT,1,0,1
AMT4,45.6871,-19.9789,1997-05-22 01:00:00,6.0,,,0.048799999999999996,,,,,,0.0092,,,,0.0938,,0.2455,,,,,,,,,,0.0337,,,,,,,,,,,,,,,,0.0993,,0.9,0.6,0.0706,,0.0091,,,,0.0,,0.0,,,0.1693,,,,0.5261,,,,0.0022,,,,,,0.6912999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09459999999999999,,,,,,,,,,,,,,,0.008400000000000001,,,,,,,,0.0158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031,AMT,1,0,1
